City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
266,dalvik,IS,2021-09-28 01:16:10,65.9702,-18.5286,35.53,86,100,3.2,overcast clouds
267,araouane,ML,2021-09-28 01:16:11,18.9048,-3.5265,91.35,11,0,7.36,clear sky
268,estacion coahuila,MX,2021-09-28 01:16:11,32.1939,-115.0017,95.97,38,0,18.54,clear sky
269,chifeng,CN,2021-09-28 01:11:45,42.2683,118.9636,65.16,53,100,6.17,overcast clouds
270,turukhansk,RU,2021-09-28 01:16:12,65.8167,87.9833,32.68,73,97,7.05,overcast clouds
271,teguise,ES,2021-09-28 01:16:12,29.0605,-13.564,68.22,83,8,6.91,clear sky
272,westport,US,2021-09-28 01:16:13,41.1415,-73.3579,74.05,70,1,1.99,clear sky
273,antalaha,MG,2021-09-28 01:16:13,-14.9003,50.2788,70.48,85,75,6.78,light rain
274,kasempa,ZM,2021-09-28 01:16:13,-13.4584,25.8338,67.1,49,26,2.01,scattered clouds
275,tasiilaq,GL,2021-09-28 01:16:14,65.6145,-37.6368,37.56,59,1,6.49,clear sky
276,morehead,US,2021-09-28 01:16:14,37.2711,-87.1764,73.62,81,1,0.0,clear sky
277,tilichiki,RU,2021-09-28 01:16:15,60.4667,166.1,41.85,58,100,8.57,overcast clouds
278,turkistan,KZ,2021-09-28 01:16:15,43.0,68.0,55.8,51,0,5.03,clear sky
279,cap malheureux,MU,2021-09-28 01:16:16,-19.9842,57.6142,70.47,75,100,5.99,overcast clouds
280,traverse city,US,2021-09-28 01:16:16,44.7631,-85.6206,59.2,92,90,10.4,overcast clouds
281,buchanan,LR,2021-09-28 01:16:16,5.8808,-10.0467,75.16,86,100,5.01,overcast clouds
282,dzerzhinsk,RU,2021-09-28 01:16:17,56.2389,43.4631,38.82,93,0,6.71,clear sky
283,taoudenni,ML,2021-09-28 01:16:17,22.6783,-3.9836,93.42,9,4,9.48,clear sky
284,vanimo,PG,2021-09-28 01:16:18,-2.6741,141.3028,85.19,66,99,7.05,moderate rain
285,port hedland,AU,2021-09-28 01:16:18,-20.3167,118.5667,82.45,15,100,17.27,overcast clouds
286,hazorasp,UZ,2021-09-28 01:16:19,41.3194,61.0742,48.04,43,0,4.18,clear sky
287,yelan,RU,2021-09-28 01:16:19,50.949,43.7378,46.72,89,99,8.12,overcast clouds
288,kavieng,PG,2021-09-28 01:16:20,-2.5744,150.7967,85.19,67,79,9.28,broken clouds
289,cockburn town,TC,2021-09-28 01:16:20,21.4612,-71.1419,83.14,72,11,8.97,few clouds
290,san pedro de macoris,DO,2021-09-28 01:16:20,18.4616,-69.2972,82.49,87,98,6.91,overcast clouds
291,celestun,MX,2021-09-28 01:16:21,20.8667,-90.4,82.26,76,17,15.46,few clouds
292,byron bay,AU,2021-09-28 01:16:21,-28.65,153.6167,69.91,48,100,7.27,overcast clouds
293,tessalit,ML,2021-09-28 01:16:22,20.1986,1.0114,84.78,15,0,7.67,clear sky
294,collie,AU,2021-09-28 01:14:01,-33.3667,116.15,55.98,67,51,6.8,broken clouds
295,nome,US,2021-09-28 01:16:23,64.5011,-165.4064,39.27,56,1,5.75,clear sky
296,coromandel,BR,2021-09-28 01:16:23,-18.4733,-47.2003,73.87,47,100,4.34,overcast clouds
297,sao joao da barra,BR,2021-09-28 01:16:18,-21.6403,-41.0511,72.68,88,100,15.28,overcast clouds
298,belle fourche,US,2021-09-28 01:16:24,44.6714,-103.8522,81.25,8,5,8.48,clear sky
299,bria,CF,2021-09-28 01:16:25,6.5423,21.9863,67.82,97,100,2.62,overcast clouds
300,mount isa,AU,2021-09-28 01:16:25,-20.7333,139.5,94.77,10,96,12.66,overcast clouds
301,chake chake,TZ,2021-09-28 01:16:26,-5.2459,39.7666,73.02,85,100,6.85,overcast clouds
302,esperance,AU,2021-09-28 01:11:27,-33.8667,121.9,58.84,79,86,16.75,overcast clouds
303,chumikan,RU,2021-09-28 01:16:26,54.7183,135.315,51.73,78,48,10.94,scattered clouds
304,souillac,MU,2021-09-28 01:16:27,-20.5167,57.5167,70.36,73,20,8.05,light rain
305,smyrna,US,2021-09-28 01:16:12,33.884,-84.5144,71.49,85,1,0.0,clear sky
306,faya,SA,2021-09-28 01:16:28,18.3851,42.4509,62.71,25,6,4.0,clear sky
307,nador,MA,2021-09-28 01:16:28,35.174,-2.9287,64.65,94,20,0.0,few clouds
308,terrace,CA,2021-09-28 01:13:32,54.5163,-128.6035,52.43,97,100,1.23,overcast clouds
309,kudahuvadhoo,MV,2021-09-28 01:16:29,2.6708,72.8944,82.49,77,100,16.26,light rain
310,ojinaga,MX,2021-09-28 01:16:29,29.5667,-104.4167,86.95,32,1,4.61,clear sky
311,brainerd,US,2021-09-28 01:13:07,46.358,-94.2008,64.65,72,1,0.0,clear sky
312,dale,US,2021-09-28 01:16:30,38.1689,-86.99,76.73,68,1,8.05,clear sky
313,bosaso,SO,2021-09-28 01:16:30,11.2842,49.1816,87.73,52,81,1.99,broken clouds
314,kagal,IN,2021-09-28 01:16:31,16.5833,74.3167,70.0,95,100,6.17,overcast clouds
315,ursulo galvan,MX,2021-09-28 01:16:31,22.7333,-98.3,84.69,76,6,7.87,clear sky
316,ati,TD,2021-09-28 01:16:32,13.2154,18.3353,81.1,62,40,8.19,scattered clouds
317,yumen,CN,2021-09-28 01:16:32,40.2833,97.2,64.63,18,0,4.32,clear sky
318,traralgon,AU,2021-09-28 01:16:33,-38.1833,146.5333,69.85,64,100,1.99,overcast clouds
319,urumqi,CN,2021-09-28 01:16:33,43.801,87.6005,56.35,26,0,4.47,clear sky
320,bilkha,IN,2021-09-28 01:16:33,21.4333,70.6,76.33,94,100,2.39,overcast clouds
321,yar-sale,RU,2021-09-28 01:16:34,66.8333,70.8333,32.16,84,34,9.93,scattered clouds
322,pionerskiy,RU,2021-09-28 01:16:34,54.9508,20.2275,42.64,85,68,16.87,broken clouds
323,puerto escondido,MX,2021-09-28 01:16:35,15.85,-97.0667,85.03,61,40,0.0,scattered clouds
324,cutro,IT,2021-09-28 01:16:35,39.0353,16.9819,63.66,65,97,3.89,overcast clouds
325,abay,KZ,2021-09-28 01:16:36,49.6311,72.8539,46.78,68,100,5.88,overcast clouds
326,east london,ZA,2021-09-28 01:16:36,-33.0153,27.9116,64.63,76,100,17.76,overcast clouds
327,harper,LR,2021-09-28 01:16:37,4.375,-7.7169,76.17,90,96,6.69,overcast clouds
328,huarmey,PE,2021-09-28 01:16:37,-10.0681,-78.1522,63.5,84,11,6.96,few clouds
329,sokolo,ML,2021-09-28 01:16:37,14.7328,-6.1219,83.7,42,0,7.78,clear sky
330,esterhazy,CA,2021-09-28 01:16:38,50.65,-102.0843,67.05,26,82,5.91,broken clouds
331,ostrovnoy,RU,2021-09-28 01:16:38,68.0531,39.5131,46.02,88,100,4.97,overcast clouds
332,nuuk,GL,2021-09-28 01:16:39,64.1835,-51.7216,32.61,59,0,11.5,clear sky
333,tuni,IN,2021-09-28 01:16:39,17.35,82.55,77.13,91,100,2.98,moderate rain
334,sao gotardo,BR,2021-09-28 01:16:39,-19.3111,-46.0489,71.17,49,37,1.45,scattered clouds
335,vanavara,RU,2021-09-28 01:16:40,60.34,102.2797,33.62,88,100,9.71,overcast clouds
336,salamiyah,SY,2021-09-28 01:16:40,35.0113,37.0532,66.47,70,0,9.86,clear sky
337,long beach,US,2021-09-28 01:16:24,33.767,-118.1892,72.18,81,90,5.01,overcast clouds
338,aklavik,CA,2021-09-28 01:16:41,68.2191,-135.0107,34.63,86,26,6.15,scattered clouds
339,pangody,RU,2021-09-28 01:16:41,65.85,74.4859,31.06,76,79,3.44,broken clouds
340,maarianhamina,AX,2021-09-28 01:16:42,60.0973,19.9348,51.66,82,0,11.5,clear sky
341,mongu,ZM,2021-09-28 01:16:42,-15.2484,23.1274,66.02,26,4,5.21,clear sky
342,los llanos de aridane,ES,2021-09-28 01:16:43,28.6585,-17.9182,71.35,83,20,13.8,few clouds
343,yenagoa,NG,2021-09-28 01:16:44,4.9247,6.2642,73.83,96,33,3.4,scattered clouds
344,lompoc,US,2021-09-28 01:16:44,34.6391,-120.4579,68.11,89,90,9.22,mist
345,benghazi,LY,2021-09-28 01:16:44,32.1167,20.0667,74.71,70,16,6.17,few clouds
346,san jose de rio tinto,HN,2021-09-28 01:16:45,14.9333,-85.7,81.97,91,7,2.89,clear sky
347,feijo,BR,2021-09-28 01:16:45,-8.1642,-70.3536,78.13,68,5,2.33,clear sky
348,quatre cocos,MU,2021-09-28 01:16:46,-20.2078,57.7625,70.09,71,100,15.05,light rain
349,codrington,AU,2021-09-28 01:16:46,-38.2667,141.9667,65.37,59,97,5.03,overcast clouds
350,aksarka,RU,2021-09-28 01:16:47,66.5606,67.7975,31.06,84,100,10.16,overcast clouds
351,rexburg,US,2021-09-28 01:13:13,43.826,-111.7897,73.38,20,1,0.0,clear sky
352,changping,CN,2021-09-28 01:16:47,40.2186,116.2197,68.52,86,100,1.81,overcast clouds
353,kieta,PG,2021-09-28 01:16:48,-6.2167,155.6333,84.27,70,41,3.47,light rain
354,wajid,SO,2021-09-28 01:16:48,3.8093,43.2471,72.03,75,12,17.98,few clouds
355,lazaro cardenas,MX,2021-09-28 01:16:49,17.9583,-102.2,80.73,78,100,2.39,overcast clouds
356,coahuayana,MX,2021-09-28 01:16:49,18.7333,-103.6833,79.27,87,100,2.62,overcast clouds
357,cilegon,ID,2021-09-28 01:16:50,-6.0174,106.0538,82.29,71,87,2.26,overcast clouds
358,okhotsk,RU,2021-09-28 01:16:50,59.3833,143.3,46.94,85,100,8.55,light rain
359,civita castellana,IT,2021-09-28 01:16:51,42.2952,12.4092,70.27,83,41,3.51,scattered clouds
360,tura,IN,2021-09-28 01:16:51,25.5198,90.2201,76.15,87,36,2.71,scattered clouds
361,windhoek,NA,2021-09-28 01:16:51,-22.5594,17.0832,70.11,21,91,2.3,overcast clouds
362,iracoubo,GF,2021-09-28 01:16:52,5.4802,-53.2011,81.32,78,91,11.23,overcast clouds
363,verkhnetulomskiy,RU,2021-09-28 01:16:52,68.6073,31.7962,33.93,95,96,5.06,overcast clouds
364,marzuq,YE,2021-09-28 01:16:53,14.4,46.4667,76.69,39,91,1.61,overcast clouds
365,adelaide,AU,2021-09-28 01:16:53,-34.9333,138.6,74.59,31,0,9.22,clear sky
366,saint george,US,2021-09-28 01:16:15,37.1041,-113.5841,85.42,30,1,1.01,clear sky
367,nantucket,US,2021-09-28 01:15:38,41.2835,-70.0995,72.0,77,20,20.71,few clouds
368,pringsewu,ID,2021-09-28 01:16:54,-5.3582,104.9744,79.7,84,98,1.34,overcast clouds
369,lima,PE,2021-09-28 01:13:34,-12.0432,-77.0282,60.13,95,0,10.36,clear sky
370,zhigalovo,RU,2021-09-28 01:16:55,54.8097,105.1578,34.23,80,100,7.83,overcast clouds
371,arden,DK,2021-09-28 01:16:55,56.769,9.8618,56.62,89,100,9.42,overcast clouds
372,port macquarie,AU,2021-09-28 01:13:49,-31.4333,152.9167,74.37,51,51,13.78,broken clouds
373,peniche,PT,2021-09-28 01:16:56,39.3558,-9.3811,65.62,87,53,15.08,broken clouds
374,medak,IN,2021-09-28 01:16:56,18.0333,78.2667,70.66,97,100,18.07,moderate rain
375,dhidhdhoo,MV,2021-09-28 01:16:57,6.8833,73.1,81.45,75,100,17.52,heavy intensity rain
376,matara,LK,2021-09-28 01:16:57,5.9485,80.5353,78.98,85,99,15.14,light rain
377,gusau,NG,2021-09-28 01:16:58,12.1628,6.6614,75.0,72,18,7.54,few clouds
378,newnan,US,2021-09-28 01:12:04,33.3807,-84.7997,72.37,84,1,0.0,clear sky
379,saravan,AM,2021-09-28 01:16:58,39.7196,45.6483,48.85,48,0,6.42,clear sky
380,qaqortoq,GL,2021-09-28 01:16:59,60.7167,-46.0333,33.87,47,0,1.99,clear sky
381,abu samrah,SY,2021-09-28 01:16:59,35.3029,37.1841,66.79,66,0,9.46,clear sky
382,twin falls,US,2021-09-28 01:16:43,42.3505,-114.6445,70.14,21,1,5.75,clear sky
383,manturovo,RU,2021-09-28 01:17:00,58.3353,44.7619,33.71,96,11,5.01,few clouds
384,cootamundra,AU,2021-09-28 01:17:00,-34.65,148.0333,67.95,74,94,12.15,overcast clouds
385,hambantota,LK,2021-09-28 01:17:01,6.1241,81.1185,80.67,76,97,20.4,overcast clouds
386,maine-soroa,NE,2021-09-28 01:17:01,13.2114,12.0241,85.15,25,11,5.32,few clouds
387,hlatikulu,SZ,2021-09-28 01:17:01,-26.9667,31.3167,58.44,42,2,3.49,clear sky
388,eyl,SO,2021-09-28 01:17:02,7.9803,49.8164,79.3,71,65,12.68,broken clouds
389,lashio,MM,2021-09-28 01:17:02,22.9333,97.75,69.3,94,97,0.58,overcast clouds
390,aiquile,BO,2021-09-28 01:17:03,-18.2041,-65.1807,64.29,59,0,4.61,clear sky
391,pitimbu,BR,2021-09-28 01:17:03,-7.4706,-34.8086,75.79,85,48,16.55,scattered clouds
392,sept-iles,CA,2021-09-28 01:17:04,50.2001,-66.3821,54.05,92,75,3.0,broken clouds
393,salinas,US,2021-09-28 01:12:56,36.6777,-121.6555,74.57,74,90,10.36,overcast clouds
394,marrakesh,MA,2021-09-28 01:16:16,31.6315,-8.0083,66.27,77,0,9.22,clear sky
395,belyy yar,RU,2021-09-28 01:17:05,53.6039,91.3903,28.29,100,0,4.47,clear sky
396,isangel,VU,2021-09-28 01:17:05,-19.55,169.2667,82.51,57,75,13.8,broken clouds
397,asau,RO,2021-09-28 01:15:38,46.4333,26.4,56.75,77,38,1.43,light rain
398,pangnirtung,CA,2021-09-28 01:17:06,66.1451,-65.7125,32.83,66,100,1.36,overcast clouds
399,borgarnes,IS,2021-09-28 01:17:06,64.5383,-21.9206,37.96,72,71,5.59,broken clouds
400,morant bay,JM,2021-09-28 01:17:07,17.8815,-76.4093,83.82,80,78,6.29,broken clouds
401,sangar,RU,2021-09-28 01:17:07,63.9242,127.4739,42.17,57,6,1.92,clear sky
402,tarauaca,BR,2021-09-28 01:17:07,-8.1614,-70.7656,80.47,61,36,2.82,scattered clouds
403,narsaq,GL,2021-09-28 01:17:08,60.9167,-46.05,30.54,44,0,2.59,clear sky
404,lavrentiya,RU,2021-09-28 01:17:08,65.5833,-171.0,31.87,78,31,1.36,scattered clouds
405,henties bay,NA,2021-09-28 01:17:09,-22.116,14.2845,56.86,89,100,6.49,overcast clouds
406,eskil,TR,2021-09-28 01:17:09,38.4017,33.4131,59.79,43,0,2.75,clear sky
407,artena,IT,2021-09-28 01:17:10,41.7405,12.9137,69.64,88,20,2.21,few clouds
408,iqaluit,CA,2021-09-28 01:15:55,63.7506,-68.5145,31.73,80,75,8.99,broken clouds
409,ogaminana,NG,2021-09-28 01:17:10,7.5946,6.2248,71.22,98,98,4.03,overcast clouds
410,eureka,US,2021-09-28 01:15:06,40.8021,-124.1637,61.2,92,100,5.01,overcast clouds
411,norman wells,CA,2021-09-28 01:17:11,65.282,-126.8329,33.84,93,90,0.0,light snow
412,vila velha,BR,2021-09-28 01:17:11,-20.3297,-40.2925,75.15,83,75,8.05,broken clouds
413,nyurba,RU,2021-09-28 01:17:12,63.2842,118.3319,37.0,71,59,10.47,broken clouds
414,kirkwall,GB,2021-09-28 01:17:12,58.9848,-2.9587,50.34,83,60,10.36,broken clouds
415,sovetskiy,RU,2021-09-28 01:17:13,61.3614,63.5842,30.2,90,14,4.03,few clouds
416,katangli,RU,2021-09-28 01:17:13,51.7102,143.2326,59.18,78,100,14.2,moderate rain
417,nampula,MZ,2021-09-28 01:17:13,-15.1165,39.2666,64.96,82,10,3.65,clear sky
418,carauari,BR,2021-09-28 01:17:14,-4.8828,-66.8958,75.04,93,72,2.01,moderate rain
419,popova,RU,2021-09-28 01:17:14,42.9603,131.7228,66.29,77,86,6.4,overcast clouds
420,fortuna,US,2021-09-28 01:17:15,40.5982,-124.1573,60.93,73,90,0.0,overcast clouds
421,sechura,PE,2021-09-28 01:17:15,-5.5569,-80.8222,65.68,78,5,14.72,clear sky
422,batagay-alyta,RU,2021-09-28 01:17:16,67.8006,130.4114,30.52,82,94,3.85,overcast clouds
423,burnie,AU,2021-09-28 01:17:16,-41.0667,145.9167,55.38,61,99,3.18,overcast clouds
424,rincon,US,2021-09-28 01:12:26,32.296,-81.2354,76.86,85,1,4.61,clear sky
425,parabel,RU,2021-09-28 01:17:17,58.6978,81.4825,31.75,93,33,5.55,scattered clouds
426,gimli,CA,2021-09-28 01:17:17,50.6336,-96.9907,62.62,77,7,9.22,clear sky
427,vera cruz,BR,2021-09-28 01:17:17,-12.6333,-41.0333,70.11,69,0,7.47,clear sky
428,geraldton,AU,2021-09-28 01:17:18,-28.7667,114.6,68.41,60,8,4.61,clear sky
429,port hardy,CA,2021-09-28 01:15:17,50.6996,-127.4199,51.98,93,75,8.05,light intensity shower rain
430,dergachi,RU,2021-09-28 01:17:18,51.2328,48.7659,41.58,73,15,11.72,light rain
431,avera,US,2021-09-28 01:17:19,33.194,-82.5271,71.71,61,0,5.39,clear sky
432,hinton,CA,2021-09-28 01:17:19,53.4001,-117.5857,53.64,45,100,7.07,overcast clouds
433,saint-pierre,RE,2021-09-28 01:12:45,-21.3393,55.4781,69.44,75,20,5.75,few clouds
434,cumana,VE,2021-09-28 01:17:20,10.4635,-64.1775,91.49,79,100,7.23,overcast clouds
435,palauig,PH,2021-09-28 01:17:20,15.435,119.9045,85.66,69,45,3.2,scattered clouds
436,minab,IR,2021-09-28 01:17:21,27.1467,57.0801,81.9,73,6,1.23,clear sky
437,ternate,ID,2021-09-28 01:17:21,0.8,127.4,82.99,73,90,0.94,overcast clouds
438,shieli,KZ,2021-09-28 01:17:22,44.1667,66.75,57.7,51,0,7.9,clear sky
439,rudnogorsk,RU,2021-09-28 01:17:22,57.2639,103.7519,32.32,97,100,4.54,light snow
440,mayumba,GA,2021-09-28 01:17:23,-3.432,10.6554,75.43,90,100,7.52,light rain
441,ibra,OM,2021-09-28 01:17:23,22.6906,58.5334,78.8,61,100,3.27,overcast clouds
442,muros,ES,2021-09-28 01:16:33,42.7762,-9.0603,61.84,90,100,6.08,overcast clouds
443,port keats,AU,2021-09-28 01:17:24,-14.25,129.55,86.25,60,96,7.85,overcast clouds
444,tammisaari,FI,2021-09-28 01:17:24,59.9736,23.4339,44.91,97,2,8.23,clear sky
445,berlevag,NO,2021-09-28 01:17:24,70.8578,29.0864,51.31,80,98,14.34,overcast clouds
446,dunedin,NZ,2021-09-28 01:15:41,-45.8742,170.5036,52.97,50,57,5.41,broken clouds
447,anadyr,RU,2021-09-28 01:17:25,64.75,177.4833,36.1,87,75,8.95,light rain and snow
448,san carlos de bariloche,AR,2021-09-28 01:17:25,-41.1456,-71.3082,38.95,56,0,2.3,clear sky
449,nouakchott,MR,2021-09-28 01:17:26,18.0858,-15.9785,78.73,79,2,9.86,clear sky
450,bara,NG,2021-09-28 01:17:26,10.3744,10.7288,73.54,90,40,5.53,scattered clouds
451,ribnitz-damgarten,DE,2021-09-28 01:17:27,54.25,12.4667,64.11,69,100,13.35,overcast clouds
452,maniitsoq,GL,2021-09-28 01:17:27,65.4167,-52.9,34.45,43,0,7.52,clear sky
453,ulladulla,AU,2021-09-28 01:17:27,-35.35,150.4667,71.87,48,22,8.95,few clouds
454,soto la marina,MX,2021-09-28 01:14:02,23.7667,-98.2167,80.19,68,54,10.63,broken clouds
455,anloga,GH,2021-09-28 01:17:28,5.7947,0.8973,78.87,84,100,9.31,overcast clouds
456,haines junction,CA,2021-09-28 01:17:29,60.7522,-137.5108,35.55,60,100,9.22,overcast clouds
457,kokrajhar,IN,2021-09-28 01:17:29,26.399,90.2718,79.38,84,48,4.05,scattered clouds
458,wanaka,NZ,2021-09-28 01:13:13,-44.7,169.15,55.11,32,3,3.0,clear sky
459,hobyo,SO,2021-09-28 01:17:30,5.3505,48.5268,77.07,82,46,25.95,scattered clouds
460,vangaindrano,MG,2021-09-28 01:17:30,-23.35,47.6,68.0,82,82,3.27,broken clouds
461,cobija,BO,2021-09-28 01:17:30,-11.0267,-68.7692,82.08,51,34,3.02,scattered clouds
462,inirida,CO,2021-09-28 01:17:31,3.8653,-67.9239,74.05,95,95,3.91,overcast clouds
463,acajutla,SV,2021-09-28 01:17:31,13.5928,-89.8275,79.57,83,100,4.25,overcast clouds
464,pimenta bueno,BR,2021-09-28 01:17:32,-11.6725,-61.1936,80.15,61,72,3.53,broken clouds
465,van buren,US,2021-09-28 01:12:56,35.4368,-94.3483,80.62,43,1,6.91,clear sky
466,chicama,PE,2021-09-28 01:17:32,-7.8447,-79.1469,57.74,80,11,6.33,few clouds
467,hommersak,NO,2021-09-28 01:17:33,58.9317,5.8511,54.41,89,15,8.05,few clouds
468,auburndale,US,2021-09-28 01:17:33,28.0653,-81.7887,80.04,71,1,11.01,clear sky
469,hualmay,PE,2021-09-28 01:17:34,-11.0964,-77.6139,62.87,81,46,7.09,scattered clouds
470,natal,BR,2021-09-28 01:12:34,-5.795,-35.2094,77.65,83,75,9.22,broken clouds
471,aripuana,BR,2021-09-28 01:17:34,-9.1667,-60.6333,70.52,98,72,3.74,broken clouds
472,moron,AR,2021-09-28 01:16:59,-34.6534,-58.6198,55.15,97,100,5.01,overcast clouds
473,norderstedt,DE,2021-09-28 01:12:57,53.7,10.0167,58.14,95,0,5.75,clear sky
474,charters towers,AU,2021-09-28 01:17:35,-20.1,146.2667,82.44,37,5,14.79,clear sky
475,saint anthony,US,2021-09-28 01:17:36,45.0205,-93.218,68.94,65,1,0.0,clear sky
476,coachella,US,2021-09-28 01:14:49,33.6803,-116.1739,98.42,31,1,4.0,clear sky
477,lensk,RU,2021-09-28 01:17:36,60.7253,114.9278,34.03,96,100,8.12,overcast clouds
478,edd,ER,2021-09-28 01:17:37,13.9297,41.6925,85.12,72,19,6.31,few clouds
479,fare,PF,2021-09-28 01:17:37,-16.7,-151.0167,79.12,76,9,16.35,clear sky
480,tomatlan,MX,2021-09-28 01:17:38,19.9333,-105.25,77.92,91,100,3.11,overcast clouds
481,munchberg,DE,2021-09-28 01:17:38,50.2,11.7833,58.78,97,69,1.99,broken clouds
482,farah,AF,2021-09-28 01:17:39,32.5,62.5,66.27,32,0,3.56,clear sky
483,tahta,EG,2021-09-28 01:17:39,26.7693,31.5021,73.63,40,0,6.91,clear sky
484,polovinnoye,RU,2021-09-28 01:17:39,54.7914,65.9864,38.55,80,100,19.93,overcast clouds
485,seydi,TM,2021-09-28 01:17:40,39.4816,62.9137,58.15,46,0,6.98,clear sky
486,sao jose da coroa grande,BR,2021-09-28 01:13:48,-8.8978,-35.1478,75.43,84,36,12.95,scattered clouds
487,gat,IL,2021-09-28 01:17:40,31.61,34.7642,72.39,100,2,6.64,clear sky
488,ilulissat,GL,2021-09-28 01:17:41,69.2167,-51.1,23.02,36,0,8.05,clear sky
489,rosarito,MX,2021-09-28 01:17:41,32.3333,-117.0333,66.47,74,13,9.19,few clouds
490,regidor,CO,2021-09-28 01:17:42,8.6657,-73.8215,78.93,89,95,0.76,overcast clouds
491,quesnel,CA,2021-09-28 01:17:42,52.9999,-122.5029,59.5,51,1,5.75,clear sky
492,kerema,PG,2021-09-28 01:17:42,-7.9631,145.7785,83.03,78,100,6.46,overcast clouds
493,komsomolskiy,UZ,2021-09-28 01:15:32,40.4272,71.7189,58.42,54,0,4.61,clear sky
494,alice springs,AU,2021-09-28 01:17:43,-23.7,133.8833,83.75,15,40,6.91,scattered clouds
495,coquimbo,CL,2021-09-28 01:13:16,-29.9533,-71.3436,56.93,88,0,3.44,clear sky
496,marawi,PH,2021-09-28 01:17:09,7.9986,124.2928,77.65,60,79,2.15,broken clouds
497,port augusta,AU,2021-09-28 01:17:44,-32.5,137.7667,78.71,23,36,21.54,scattered clouds
498,atar,MR,2021-09-28 01:17:44,20.5169,-13.0499,92.21,12,0,4.32,clear sky
499,gushikawa,JP,2021-09-28 01:17:45,26.3544,127.8686,85.23,72,75,11.5,broken clouds
500,altay,CN,2021-09-28 01:17:45,47.8667,88.1167,45.27,53,100,3.2,overcast clouds
501,manjacaze,MZ,2021-09-28 01:17:46,-24.7117,33.8828,68.05,58,89,7.31,overcast clouds
502,ginda,IN,2021-09-28 01:17:46,30.6945,78.4932,61.0,81,0,5.39,clear sky
503,amga,RU,2021-09-28 01:17:46,60.8953,131.9608,39.15,72,100,8.3,light rain
504,labuhan,ID,2021-09-28 01:13:29,-6.8844,112.2051,81.95,66,79,8.3,broken clouds
505,sarankhola,BD,2021-09-28 01:17:47,22.3082,89.7897,78.13,92,100,11.56,overcast clouds
506,san,ML,2021-09-28 01:12:50,13.3034,-4.8956,81.55,57,0,8.55,clear sky
507,krasnovishersk,RU,2021-09-28 01:17:48,60.4078,57.082,32.14,86,94,3.65,overcast clouds
508,pulaski,US,2021-09-28 01:17:48,34.7668,-92.3001,80.17,60,40,8.01,scattered clouds
509,bolshaya martynovka,RU,2021-09-28 01:17:48,47.271,41.6679,48.06,78,81,4.61,broken clouds
510,iranshahr,IR,2021-09-28 01:17:49,27.2025,60.6848,82.89,30,81,1.61,broken clouds
511,olinda,BR,2021-09-28 01:17:49,-8.0089,-34.8553,76.73,69,75,18.41,broken clouds
512,atikokan,CA,2021-09-28 01:17:50,48.7555,-91.6216,52.36,55,4,3.74,clear sky
513,kahului,US,2021-09-28 01:17:50,20.8947,-156.47,85.26,74,40,23.02,scattered clouds
514,tarrafal,CV,2021-09-28 01:17:50,15.2833,-23.7667,79.32,81,13,11.81,few clouds
515,nawashahr,IN,2021-09-28 01:17:51,31.1167,76.1333,78.06,78,47,4.61,scattered clouds
516,wanning,CN,2021-09-28 01:17:51,18.8003,110.3967,81.75,83,1,5.35,clear sky
517,nioro,GM,2021-09-28 01:17:52,13.35,-15.75,74.88,86,14,15.01,few clouds
518,kapit,MY,2021-09-28 01:17:52,2.0167,112.9333,76.19,97,100,0.87,overcast clouds
519,san pedro de ycuamandiyu,PY,2021-09-28 01:17:53,-24.0917,-57.0764,84.29,31,49,4.14,scattered clouds
520,taganak,PH,2021-09-28 01:17:53,6.0833,118.3,84.34,82,64,8.86,broken clouds
521,mbarara,UG,2021-09-28 01:17:53,-0.608,30.65,61.88,90,81,3.6,broken clouds
522,margate,GB,2021-09-28 01:17:54,51.3813,1.3862,56.91,81,1,1.99,clear sky
523,portland,US,2021-09-28 01:13:58,45.5234,-122.6762,60.35,91,40,3.0,light rain
524,kazachinskoye,RU,2021-09-28 01:17:54,57.6953,93.2761,34.32,89,100,1.81,overcast clouds
525,oudenburg,BE,2021-09-28 01:17:55,51.1851,3.0085,55.36,88,20,5.01,few clouds
526,andros town,BS,2021-09-28 01:17:55,24.7,-77.7667,82.36,64,0,13.06,clear sky
527,salinopolis,BR,2021-09-28 01:17:56,-0.6136,-47.3561,78.91,83,0,9.19,clear sky
528,broome,US,2021-09-28 01:16:05,42.2506,-75.833,68.38,57,90,1.01,overcast clouds
529,terney,RU,2021-09-28 01:17:56,45.0503,136.6092,66.11,70,90,5.19,overcast clouds
530,nouadhibou,MR,2021-09-28 01:17:57,20.931,-17.0347,73.38,73,3,5.75,clear sky
531,guerrero negro,MX,2021-09-28 01:17:18,27.9769,-114.0611,69.75,70,0,16.06,clear sky
532,kayerkan,RU,2021-09-28 01:17:57,69.3497,87.7602,31.39,63,100,2.73,overcast clouds
533,baker city,US,2021-09-28 01:17:58,44.7749,-117.8344,74.91,20,20,13.8,few clouds
534,dingle,PH,2021-09-28 01:17:58,10.9995,122.6711,83.16,77,100,3.49,overcast clouds
535,gidole,ET,2021-09-28 01:16:15,5.65,37.3667,60.1,69,100,0.98,light rain
536,gacheta,CO,2021-09-28 01:17:59,4.8185,-73.6366,68.11,95,75,0.63,broken clouds
